ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID,TIEMPO_RESOLUCION
2126,Vandalismo,2024-02-26T00:00:00Z,Cerrada,399-47-7714,13313,37
2127,Mal_funcionamiento,2024-10-07T00:00:00Z,Cerrada,505-93-4655,3915,11
2127,Mal_funcionamiento,2024-10-07T00:00:00Z,Cerrada,999-31-9294,3915,11
2127,Mal_funcionamiento,2024-10-07T00:00:00Z,Cerrada,634-77-1374,3915,11
2128,Vandalismo,2023-10-20T00:00:00Z,Abierta,710-78-0809,1401,42
2128,Vandalismo,2023-10-20T00:00:00Z,Abierta,710-78-0809,4305,42
2129,Mal_funcionamiento,2024-04-27T00:00:00Z,Cerrada,520-07-2623,1072,272
2130,Mal_funcionamiento,2023-12-16T00:00:00Z,Cerrada,818-10-7824,8386,108
2130,Mal_funcionamiento,2023-12-16T00:00:00Z,Cerrada,200-73-4998,8386,108
2130,Mal_funcionamiento,2023-12-16T00:00:00Z,Cerrada,591-47-7771,8386,108
2131,Desgaste,2024-04-20T00:00:00Z,Abierta,405-85-0205,12446,215
2131,Desgaste,2024-04-20T00:00:00Z,Abierta,232-44-7843,12446,215
2131,Desgaste,2024-04-20T00:00:00Z,Abierta,350-11-5893,12446,215
2132,Rotura,2024-02-09T00:00:00Z,Cerrada,903-64-0827,614,317
2132,Rotura,2024-02-09T00:00:00Z,Cerrada,207-08-8678,614,317
2133,Mal_funcionamiento,2023-12-24T00:00:00Z,Abierta,591-30-4231,10097,259
2133,Mal_funcionamiento,2023-12-24T00:00:00Z,Abierta,612-37-3694,10097,259
2134,Vandalismo,2024-07-02T00:00:00Z,Cerrada,203-03-4049,5024,346
2134,Vandalismo,2024-07-02T00:00:00Z,Cerrada,203-03-4049,7372,346
2134,Vandalismo,2024-07-02T00:00:00Z,Cerrada,200-32-8327,5024,346
2134,Vandalismo,2024-07-02T00:00:00Z,Cerrada,200-32-8327,7372,346
2135,Vandalismo,2024-01-30T00:00:00Z,Abierta,574-14-0054,5883,318
2135,Vandalismo,2024-01-30T00:00:00Z,Abierta,574-14-0054,8966,318
2135,Vandalismo,2024-01-30T00:00:00Z,Abierta,423-95-4137,5883,318
2135,Vandalismo,2024-01-30T00:00:00Z,Abierta,423-95-4137,8966,318
2136,Rotura,2024-05-20T00:00:00Z,Abierta,905-01-8627,349,112
2136,Rotura,2024-05-20T00:00:00Z,Abierta,905-01-8627,1799,112
2137,Desgaste,2024-07-02T00:00:00Z,Abierta,008-14-9332,12894,151
2137,Desgaste,2024-07-02T00:00:00Z,Abierta,633-67-0957,12894,151
2137,Desgaste,2024-07-02T00:00:00Z,Abierta,696-15-0294,12894,151
2138,Vandalismo,2024-09-22T00:00:00Z,Cerrada,175-39-0582,17,63
2138,Vandalismo,2024-09-22T00:00:00Z,Cerrada,799-62-1412,17,63
2138,Vandalismo,2024-09-22T00:00:00Z,Cerrada,881-71-9614,17,63
2139,Vandalismo,2024-03-31T00:00:00Z,Abierta,052-80-9480,9856,163
2139,Vandalismo,2024-03-31T00:00:00Z,Abierta,344-00-5111,9856,163
2139,Vandalismo,2024-03-31T00:00:00Z,Abierta,696-37-9285,9856,163
2140,Rotura,2024-02-21T00:00:00Z,Abierta,589-44-0328,5956,68
2140,Rotura,2024-02-21T00:00:00Z,Abierta,747-83-4950,5956,68
2140,Rotura,2024-02-21T00:00:00Z,Abierta,406-65-6563,5956,68
2141,Desgaste,2024-09-07T00:00:00Z,Cerrada,750-29-5365,11546,4
2141,Desgaste,2024-09-07T00:00:00Z,Cerrada,829-50-0247,11546,4
2142,Vandalismo,2024-03-03T00:00:00Z,Abierta,669-90-5634,11427,291
2142,Vandalismo,2024-03-03T00:00:00Z,Abierta,669-90-5634,12935,291
2143,Desgaste,2024-03-23T00:00:00Z,Cerrada,783-36-1408,11097,245
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,693-97-3239,8821,123
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,693-97-3239,13361,123
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,788-89-3336,8821,123
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,788-89-3336,13361,123
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,483-23-0132,8821,123
2144,Vandalismo,2023-12-21T00:00:00Z,Abierta,483-23-0132,13361,123
2145,Mal_funcionamiento,2024-05-08T00:00:00Z,Abierta,408-03-3545,12203,24
2146,Rotura,2023-11-10T00:00:00Z,Cerrada,315-66-8073,12857,64
2147,Mal_funcionamiento,2024-09-07T00:00:00Z,Cerrada,739-38-2948,7475,28
2148,Rotura,2024-04-25T00:00:00Z,Cerrada,449-84-4578,9692,284
2148,Rotura,2024-04-25T00:00:00Z,Cerrada,462-60-2202,9692,284
2148,Rotura,2024-04-25T00:00:00Z,Cerrada,890-88-8482,9692,284
2149,Mal_funcionamiento,2024-07-29T00:00:00Z,Cerrada,765-44-1313,1833,9
2149,Mal_funcionamiento,2024-07-29T00:00:00Z,Cerrada,323-66-4451,1833,9
2149,Mal_funcionamiento,2024-07-29T00:00:00Z,Cerrada,225-04-0943,1833,9
2150,Desgaste,2024-09-30T00:00:00Z,Cerrada,341-59-0245,1095,307
2150,Desgaste,2024-09-30T00:00:00Z,Cerrada,140-94-3117,1095,307
2151,Desgaste,2024-02-12T00:00:00Z,Abierta,349-12-9965,14079,206
2151,Desgaste,2024-02-12T00:00:00Z,Abierta,866-09-1658,14079,206
2151,Desgaste,2024-02-12T00:00:00Z,Abierta,202-58-9347,14079,206
2152,Desgaste,2024-11-02T00:00:00Z,Abierta,216-16-8942,2962,132
2152,Desgaste,2024-11-02T00:00:00Z,Abierta,594-83-0691,2962,132
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,516-61-4791,800,286
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,516-61-4791,6358,286
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,800-23-6259,800,286
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,800-23-6259,6358,286
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,339-07-9203,800,286
2153,Rotura,2024-02-02T00:00:00Z,Cerrada,339-07-9203,6358,286
2154,Vandalismo,2024-07-17T00:00:00Z,Cerrada,661-99-4895,14807,261
2155,Desgaste,2024-09-05T00:00:00Z,Cerrada,252-91-1789,9756,161
2155,Desgaste,2024-09-05T00:00:00Z,Cerrada,748-39-4839,9756,161
2156,Rotura,2024-01-06T00:00:00Z,Cerrada,993-97-2327,10786,66
2156,Rotura,2024-01-06T00:00:00Z,Cerrada,743-84-7952,10786,66
2156,Rotura,2024-01-06T00:00:00Z,Cerrada,009-38-0510,10786,66
2157,Mal_funcionamiento,2023-10-27T00:00:00Z,Cerrada,506-84-5479,5696,34
2157,Mal_funcionamiento,2023-10-27T00:00:00Z,Cerrada,506-84-5479,6313,34
2157,Mal_funcionamiento,2023-10-27T00:00:00Z,Cerrada,506-84-5479,13262,34
2158,Vandalismo,2024-03-15T00:00:00Z,Abierta,125-50-8557,9603,356
2158,Vandalismo,2024-03-15T00:00:00Z,Abierta,281-93-3320,9603,356
2159,Rotura,2024-08-22T00:00:00Z,Abierta,848-31-6639,14493,177
2159,Rotura,2024-08-22T00:00:00Z,Abierta,556-98-6912,14493,177
2160,Vandalismo,2024-05-09T00:00:00Z,Cerrada,630-85-2380,4612,112
2160,Vandalismo,2024-05-09T00:00:00Z,Cerrada,883-93-6810,4612,112
2160,Vandalismo,2024-05-09T00:00:00Z,Cerrada,810-33-7877,4612,112
2161,Desgaste,2024-02-22T00:00:00Z,Cerrada,515-97-2024,6078,261
2161,Desgaste,2024-02-22T00:00:00Z,Cerrada,490-44-5928,6078,261
2161,Desgaste,2024-02-22T00:00:00Z,Cerrada,200-55-4404,6078,261
2162,Rotura,2024-05-06T00:00:00Z,Cerrada,000-15-8081,4494,311
2162,Rotura,2024-05-06T00:00:00Z,Cerrada,983-42-4535,4494,311
2163,Vandalismo,2024-05-30T00:00:00Z,Cerrada,439-47-1753,2545,93
2163,Vandalismo,2024-05-30T00:00:00Z,Cerrada,448-22-1454,2545,93
2163,Vandalismo,2024-05-30T00:00:00Z,Cerrada,252-21-3012,2545,93
2164,Desgaste,2023-12-16T00:00:00Z,Abierta,309-32-2031,402,55
2164,Desgaste,2023-12-16T00:00:00Z,Abierta,309-32-2031,5139,55
2165,Vandalismo,2023-11-08T00:00:00Z,Abierta,127-41-3231,1642,73
2166,Desgaste,2024-03-07T00:00:00Z,Abierta,201-36-8686,9846,122
2166,Desgaste,2024-03-07T00:00:00Z,Abierta,647-92-1126,9846,122
2166,Desgaste,2024-03-07T00:00:00Z,Abierta,201-80-9782,9846,122
2167,Mal_funcionamiento,2024-08-25T00:00:00Z,Abierta,237-55-7455,5048,41
2167,Mal_funcionamiento,2024-08-25T00:00:00Z,Abierta,726-64-8354,5048,41
2167,Mal_funcionamiento,2024-08-25T00:00:00Z,Abierta,930-99-3924,5048,41
2168,Rotura,2024-07-06T00:00:00Z,Cerrada,954-24-8611,8989,46
2168,Rotura,2024-07-06T00:00:00Z,Cerrada,161-41-1699,8989,46
2168,Rotura,2024-07-06T00:00:00Z,Cerrada,290-84-7608,8989,46
2169,Mal_funcionamiento,2023-10-28T00:00:00Z,Abierta,845-69-9783,7411,173
2169,Mal_funcionamiento,2023-10-28T00:00:00Z,Abierta,953-60-3706,7411,173
2170,Desgaste,2024-06-21T00:00:00Z,Cerrada,507-19-1882,2875,35
2170,Desgaste,2024-06-21T00:00:00Z,Cerrada,845-18-5526,2875,35
2170,Desgaste,2024-06-21T00:00:00Z,Cerrada,375-43-2167,2875,35
2171,Vandalismo,2024-09-18T00:00:00Z,Cerrada,085-97-4774,9235,197
2171,Vandalismo,2024-09-18T00:00:00Z,Cerrada,804-88-2061,9235,197
2172,Desgaste,2024-03-04T00:00:00Z,Abierta,443-23-8512,977,138
2172,Desgaste,2024-03-04T00:00:00Z,Abierta,443-23-8512,1148,138
2173,Desgaste,2024-07-22T00:00:00Z,Abierta,471-46-7444,422,145
2173,Desgaste,2024-07-22T00:00:00Z,Abierta,471-46-7444,7338,145
2173,Desgaste,2024-07-22T00:00:00Z,Abierta,746-04-4935,422,145
2173,Desgaste,2024-07-22T00:00:00Z,Abierta,746-04-4935,7338,145
2174,Mal_funcionamiento,2024-02-11T00:00:00Z,Abierta,874-37-4009,9470,2
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,869-10-9535,3128,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,869-10-9535,5751,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,869-10-9535,11690,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,562-49-7284,3128,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,562-49-7284,5751,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,562-49-7284,11690,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,127-26-2921,3128,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,127-26-2921,5751,13
2175,Vandalismo,2024-04-23T00:00:00Z,Abierta,127-26-2921,11690,13
2176,Rotura,2023-11-10T00:00:00Z,Cerrada,795-07-6071,6934,8
2177,Rotura,2024-01-10T00:00:00Z,Cerrada,338-20-9965,14890,96
2178,Mal_funcionamiento,2024-02-03T00:00:00Z,Cerrada,823-08-7699,11560,296
2178,Mal_funcionamiento,2024-02-03T00:00:00Z,Cerrada,227-20-6329,11560,296
2178,Mal_funcionamiento,2024-02-03T00:00:00Z,Cerrada,393-50-8308,11560,296
2179,Mal_funcionamiento,2024-05-18T00:00:00Z,Cerrada,020-06-7863,10788,3
2179,Mal_funcionamiento,2024-05-18T00:00:00Z,Cerrada,511-45-5342,10788,3
2180,Vandalismo,2024-06-11T00:00:00Z,Cerrada,533-44-9208,1667,278
2180,Vandalismo,2024-06-11T00:00:00Z,Cerrada,444-62-7129,1667,278
2181,Desgaste,2024-02-26T00:00:00Z,Cerrada,476-91-9672,8736,133
2182,Desgaste,2024-08-22T00:00:00Z,Abierta,746-72-2349,11366,5
2182,Desgaste,2024-08-22T00:00:00Z,Abierta,000-29-2214,11366,5
2183,Vandalismo,2024-01-08T00:00:00Z,Abierta,164-15-9138,6583,318
2183,Vandalismo,2024-01-08T00:00:00Z,Abierta,754-78-0650,6583,318
2184,Mal_funcionamiento,2024-08-29T00:00:00Z,Cerrada,930-64-7730,13132,10
2184,Mal_funcionamiento,2024-08-29T00:00:00Z,Cerrada,643-11-2165,13132,10
2185,Desgaste,2023-12-04T00:00:00Z,Abierta,181-31-2967,11339,102
2186,Desgaste,2024-07-10T00:00:00Z,Abierta,979-28-5232,5335,68
2187,Desgaste,2024-05-23T00:00:00Z,Cerrada,676-95-4454,11139,365
2187,Desgaste,2024-05-23T00:00:00Z,Cerrada,942-62-6938,11139,365
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,733-26-4164,5308,95
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,733-26-4164,10264,95
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,689-06-8456,5308,95
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,689-06-8456,10264,95
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,096-08-7345,5308,95
2188,Desgaste,2024-09-01T00:00:00Z,Cerrada,096-08-7345,10264,95
2189,Vandalismo,2024-05-13T00:00:00Z,Cerrada,358-31-0281,13083,275
2190,Vandalismo,2024-03-09T00:00:00Z,Abierta,020-40-1990,3558,67
2190,Vandalismo,2024-03-09T00:00:00Z,Abierta,020-40-1990,5573,67
2190,Vandalismo,2024-03-09T00:00:00Z,Abierta,020-40-1990,7456,67
2191,Vandalismo,2024-01-05T00:00:00Z,Abierta,546-45-1536,9213,47
2192,Rotura,2023-12-23T00:00:00Z,Cerrada,275-31-2487,10903,293
2192,Rotura,2023-12-23T00:00:00Z,Cerrada,693-26-9817,10903,293
2193,Vandalismo,2023-10-23T00:00:00Z,Cerrada,418-27-0546,7495,185
2193,Vandalismo,2023-10-23T00:00:00Z,Cerrada,838-59-0660,7495,185
2194,Rotura,2024-04-07T00:00:00Z,Abierta,953-02-1924,6394,87
2194,Rotura,2024-04-07T00:00:00Z,Abierta,596-62-3394,6394,87
2195,Desgaste,2024-05-23T00:00:00Z,Cerrada,461-25-9190,6328,287
2196,Rotura,2023-10-23T00:00:00Z,Abierta,373-18-8916,5424,232
2196,Rotura,2023-10-23T00:00:00Z,Abierta,137-62-2365,5424,232
2197,Vandalismo,2024-08-30T00:00:00Z,Abierta,472-31-1234,2986,242
2198,Desgaste,2024-08-14T00:00:00Z,Abierta,379-29-4329,8544,136
2198,Desgaste,2024-08-14T00:00:00Z,Abierta,379-29-4329,13343,136
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,761-47-6164,12943,331
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,761-47-6164,14346,331
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,726-73-3398,12943,331
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,726-73-3398,14346,331
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,219-49-6570,12943,331
2199,Rotura,2024-02-17T00:00:00Z,Cerrada,219-49-6570,14346,331
2200,Rotura,2024-08-26T00:00:00Z,Abierta,837-40-7805,1133,315
2200,Rotura,2024-08-26T00:00:00Z,Abierta,837-40-7805,5651,315
2200,Rotura,2024-08-26T00:00:00Z,Abierta,837-40-7805,12295,315
2200,Rotura,2024-08-26T00:00:00Z,Abierta,640-45-5160,1133,315
2200,Rotura,2024-08-26T00:00:00Z,Abierta,640-45-5160,5651,315
2200,Rotura,2024-08-26T00:00:00Z,Abierta,640-45-5160,12295,315
2201,Desgaste,2024-06-17T00:00:00Z,Abierta,919-29-1021,1177,352
2201,Desgaste,2024-06-17T00:00:00Z,Abierta,919-29-1021,5581,352
2201,Desgaste,2024-06-17T00:00:00Z,Abierta,771-62-2785,1177,352
2201,Desgaste,2024-06-17T00:00:00Z,Abierta,771-62-2785,5581,352
2202,Desgaste,2024-06-30T00:00:00Z,Abierta,997-24-7524,10525,11
2202,Desgaste,2024-06-30T00:00:00Z,Abierta,834-21-5230,10525,11
2202,Desgaste,2024-06-30T00:00:00Z,Abierta,255-95-7852,10525,11
2203,Mal_funcionamiento,2024-01-15T00:00:00Z,Abierta,624-32-2292,6276,102
2203,Mal_funcionamiento,2024-01-15T00:00:00Z,Abierta,624-32-2292,8928,102
2204,Mal_funcionamiento,2023-10-27T00:00:00Z,Abierta,741-12-8908,734,8
2205,Desgaste,2024-03-29T00:00:00Z,Abierta,347-20-3870,4290,35
2205,Desgaste,2024-03-29T00:00:00Z,Abierta,941-96-6186,4290,35
2205,Desgaste,2024-03-29T00:00:00Z,Abierta,968-29-9884,4290,35
2206,Desgaste,2024-01-05T00:00:00Z,Cerrada,994-91-3309,9049,27
2206,Desgaste,2024-01-05T00:00:00Z,Cerrada,073-67-6336,9049,27
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,535-50-0905,4040,65
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,535-50-0905,5058,65
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,065-64-5944,4040,65
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,065-64-5944,5058,65
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,299-94-8775,4040,65
2207,Vandalismo,2024-01-08T00:00:00Z,Abierta,299-94-8775,5058,65
2208,Mal_funcionamiento,2023-12-02T00:00:00Z,Cerrada,213-36-2930,2927,206
2208,Mal_funcionamiento,2023-12-02T00:00:00Z,Cerrada,812-30-8910,2927,206
2208,Mal_funcionamiento,2023-12-02T00:00:00Z,Cerrada,538-71-2971,2927,206
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,782-61-5964,2000,43
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,782-61-5964,11260,43
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,948-34-4091,2000,43
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,948-34-4091,11260,43
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,563-94-4144,2000,43
2209,Desgaste,2024-06-06T00:00:00Z,Cerrada,563-94-4144,11260,43
2210,Vandalismo,2024-09-05T00:00:00Z,Cerrada,217-64-6902,9739,138
2210,Vandalismo,2024-09-05T00:00:00Z,Cerrada,661-03-0627,9739,138
2210,Vandalismo,2024-09-05T00:00:00Z,Cerrada,160-52-9831,9739,138
2211,Desgaste,2024-09-15T00:00:00Z,Abierta,679-21-7412,12653,268
2212,Mal_funcionamiento,2024-06-25T00:00:00Z,Abierta,004-63-6542,1657,284
2212,Mal_funcionamiento,2024-06-25T00:00:00Z,Abierta,514-78-1028,1657,284
2213,Mal_funcionamiento,2024-07-29T00:00:00Z,Abierta,493-49-9404,13618,24
2213,Mal_funcionamiento,2024-07-29T00:00:00Z,Abierta,773-74-9157,13618,24
2214,Vandalismo,2024-07-31T00:00:00Z,Abierta,147-29-4360,7416,175
2214,Vandalismo,2024-07-31T00:00:00Z,Abierta,888-23-0823,7416,175
2215,Vandalismo,2024-05-03T00:00:00Z,Abierta,564-07-0594,12229,300
2216,Mal_funcionamiento,2024-09-27T00:00:00Z,Abierta,275-14-1827,13944,26
2217,Mal_funcionamiento,2024-03-07T00:00:00Z,Abierta,794-41-0776,2182,308
2217,Mal_funcionamiento,2024-03-07T00:00:00Z,Abierta,677-46-6634,2182,308
2217,Mal_funcionamiento,2024-03-07T00:00:00Z,Abierta,927-71-6144,2182,308
2218,Desgaste,2024-02-03T00:00:00Z,Abierta,988-44-3069,11898,264
2218,Desgaste,2024-02-03T00:00:00Z,Abierta,302-82-6972,11898,264
2218,Desgaste,2024-02-03T00:00:00Z,Abierta,689-44-1095,11898,264
2219,Desgaste,2024-09-10T00:00:00Z,Cerrada,299-33-8054,9394,18
2220,Desgaste,2024-03-15T00:00:00Z,Abierta,064-76-8007,5907,290
2220,Desgaste,2024-03-15T00:00:00Z,Abierta,263-79-9407,5907,290
2221,Mal_funcionamiento,2024-02-13T00:00:00Z,Cerrada,524-51-3290,13213,364
2222,Vandalismo,2024-08-14T00:00:00Z,Abierta,844-57-5852,11070,24
2222,Vandalismo,2024-08-14T00:00:00Z,Abierta,806-70-9730,11070,24
2222,Vandalismo,2024-08-14T00:00:00Z,Abierta,740-26-5312,11070,24
2223,Mal_funcionamiento,2024-04-28T00:00:00Z,Abierta,671-00-0027,2973,20
2223,Mal_funcionamiento,2024-04-28T00:00:00Z,Abierta,651-70-1226,2973,20
2224,Mal_funcionamiento,2023-10-20T00:00:00Z,Abierta,619-96-8483,5686,12
2225,Rotura,2023-11-11T00:00:00Z,Abierta,758-73-2598,1473,330
2225,Rotura,2023-11-11T00:00:00Z,Abierta,758-73-2598,8198,330
2225,Rotura,2023-11-11T00:00:00Z,Abierta,881-28-5049,1473,330
2225,Rotura,2023-11-11T00:00:00Z,Abierta,881-28-5049,8198,330
2225,Rotura,2023-11-11T00:00:00Z,Abierta,823-25-4779,1473,330
2225,Rotura,2023-11-11T00:00:00Z,Abierta,823-25-4779,8198,330
2226,Mal_funcionamiento,2023-11-14T00:00:00Z,Cerrada,231-81-3269,8975,277
2226,Mal_funcionamiento,2023-11-14T00:00:00Z,Cerrada,231-81-3269,14130,277
2226,Mal_funcionamiento,2023-11-14T00:00:00Z,Cerrada,347-22-4870,8975,277
2226,Mal_funcionamiento,2023-11-14T00:00:00Z,Cerrada,347-22-4870,14130,277
2227,Rotura,2024-05-27T00:00:00Z,Cerrada,913-50-9579,7972,211
2228,Vandalismo,2023-10-25T00:00:00Z,Abierta,505-29-0926,11544,221
2229,Rotura,2024-06-11T00:00:00Z,Abierta,127-81-4291,2023,286
2229,Rotura,2024-06-11T00:00:00Z,Abierta,358-61-3405,2023,286
2229,Rotura,2024-06-11T00:00:00Z,Abierta,168-52-2037,2023,286
2230,Rotura,2024-06-16T00:00:00Z,Cerrada,788-75-9233,2481,108
2230,Rotura,2024-06-16T00:00:00Z,Cerrada,847-78-3379,2481,108
2231,Desgaste,2023-10-24T00:00:00Z,Cerrada,568-41-0457,12541,207
2231,Desgaste,2023-10-24T00:00:00Z,Cerrada,405-25-3199,12541,207
2231,Desgaste,2023-10-24T00:00:00Z,Cerrada,595-20-3931,12541,207
2232,Mal_funcionamiento,2024-07-15T00:00:00Z,Abierta,255-95-7852,4460,135
2232,Mal_funcionamiento,2024-07-15T00:00:00Z,Abierta,872-47-1695,4460,135
2232,Mal_funcionamiento,2024-07-15T00:00:00Z,Abierta,624-10-2783,4460,135
2233,Mal_funcionamiento,2023-10-30T00:00:00Z,Cerrada,142-30-5668,9437,65
2233,Mal_funcionamiento,2023-10-30T00:00:00Z,Cerrada,877-26-0510,9437,65
2234,Mal_funcionamiento,2024-01-29T00:00:00Z,Abierta,194-02-3881,13038,312
2235,Desgaste,2024-03-29T00:00:00Z,Cerrada,805-30-3084,7475,299
2236,Vandalismo,2024-07-27T00:00:00Z,Cerrada,383-64-4316,5191,218
2237,Vandalismo,2024-05-09T00:00:00Z,Cerrada,624-54-8920,12902,10
2237,Vandalismo,2024-05-09T00:00:00Z,Cerrada,482-78-7942,12902,10
2237,Vandalismo,2024-05-09T00:00:00Z,Cerrada,759-91-3236,12902,10
2238,Vandalismo,2024-08-08T00:00:00Z,Cerrada,743-79-0197,12204,274
2239,Desgaste,2023-01-11T00:00:00Z,Abierta,086-38-6795,807,35
2239,Desgaste,2023-01-11T00:00:00Z,Abierta,086-38-6795,1200,35
2239,Desgaste,2023-01-11T00:00:00Z,Abierta,086-38-6795,11988,35
2240,Rotura,2024-01-17T00:00:00Z,Abierta,524-72-4607,1008,319
2240,Rotura,2024-01-17T00:00:00Z,Abierta,713-05-3004,1008,319
2241,Rotura,2024-04-13T00:00:00Z,Abierta,410-00-8183,1832,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,410-00-8183,9947,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,410-00-8183,13151,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,100-17-6965,1832,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,100-17-6965,9947,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,100-17-6965,13151,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,403-46-4608,1832,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,403-46-4608,9947,39
2241,Rotura,2024-04-13T00:00:00Z,Abierta,403-46-4608,13151,39
2242,Mal_funcionamiento,2024-02-04T00:00:00Z,Cerrada,552-57-2156,13843,20
2242,Mal_funcionamiento,2024-02-04T00:00:00Z,Cerrada,741-05-0640,13843,20
2242,Mal_funcionamiento,2024-02-04T00:00:00Z,Cerrada,574-62-4528,13843,20
2243,Rotura,2024-07-24T00:00:00Z,Abierta,923-12-8818,9902,134
2244,Rotura,2023-12-19T00:00:00Z,Cerrada,332-55-1793,3527,319
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,913-21-6536,12550,163
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,913-21-6536,13053,163
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,896-27-5796,12550,163
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,896-27-5796,13053,163
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,756-96-2795,12550,163
2245,Mal_funcionamiento,2023-11-07T00:00:00Z,Cerrada,756-96-2795,13053,163
2246,Mal_funcionamiento,2024-06-15T00:00:00Z,Cerrada,845-21-6744,4913,303
2246,Mal_funcionamiento,2024-06-15T00:00:00Z,Cerrada,973-90-3803,4913,303
2246,Mal_funcionamiento,2024-06-15T00:00:00Z,Cerrada,780-03-8844,4913,303
2247,Mal_funcionamiento,2024-06-30T00:00:00Z,Cerrada,092-31-8274,10313,300
2248,Rotura,2024-02-23T00:00:00Z,Cerrada,231-15-9471,4743,26
2248,Rotura,2024-02-23T00:00:00Z,Cerrada,522-07-8264,4743,26
2248,Rotura,2024-02-23T00:00:00Z,Cerrada,130-21-3108,4743,26
2249,Desgaste,2024-07-22T00:00:00Z,Abierta,619-91-7920,7659,326
2249,Desgaste,2024-07-22T00:00:00Z,Abierta,657-80-1708,7659,326
2250,Mal_funcionamiento,2023-11-17T00:00:00Z,Abierta,018-21-8763,9231,115
2250,Mal_funcionamiento,2023-11-17T00:00:00Z,Abierta,899-15-3841,9231,115
2250,Mal_funcionamiento,2023-11-17T00:00:00Z,Abierta,833-88-2460,9231,115
2251,Mal_funcionamiento,2024-09-25T00:00:00Z,Abierta,314-37-3395,13214,20
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,326-82-2881,2970,217
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,326-82-2881,9601,217
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,722-99-6328,2970,217
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,722-99-6328,9601,217
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,420-12-7446,2970,217
2252,Desgaste,2024-03-31T00:00:00Z,Cerrada,420-12-7446,9601,217
2253,Desgaste,2024-05-28T00:00:00Z,Abierta,619-88-4234,2975,343
2254,Rotura,2024-06-27T00:00:00Z,Cerrada,475-14-5335,6348,152
2255,Vandalismo,2023-11-16T00:00:00Z,Abierta,906-18-2991,12756,301
2256,Mal_funcionamiento,2024-05-14T00:00:00Z,Cerrada,834-86-5253,12073,37
2256,Mal_funcionamiento,2024-05-14T00:00:00Z,Cerrada,581-89-9430,12073,37
2256,Mal_funcionamiento,2024-05-14T00:00:00Z,Cerrada,357-05-1407,12073,37
